date,fullVisitorId,channel,campaign,source,medium,device_category,country,totals_hits,totals_pageviews,totals_timeOnSite,revenue_usd,lead,customer
2017-09-08,sample_001202,Direct,(not set),direct,referral,tablet,Canada,13,6,464,4.99,1,1
2018-05-30,sample_001203,Organic Search,brand,organic_search,organic,mobile,Canada,6,2,50,0.0,1,0
2017-09-24,sample_001204,Referral,brand,referral,referral,mobile,Canada,18,10,277,0.0,1,0
2018-03-05,sample_001205,Organic Search,(not set),organic_search,organic,desktop,United States,3,1,34,0.0,0,0
2018-03-24,sample_001206,Organic Search,partner launch,organic_search,organic,desktop,United States,15,10,341,0.0,1,0
2018-03-09,sample_001207,Organic Search,content syndication,organic_search,organic,desktop,United States,10,2,26,0.0,1,0
2017-09-20,sample_001208,Organic Search,content syndication,organic_search,organic,desktop,India,5,2,23,0.0,1,0
2017-12-20,sample_001209,Organic Search,brand,organic_search,organic,desktop,United States,3,2,48,0.0,0,0
2017-11-21,sample_001210,Social,(not set),social,referral,desktop,Germany,5,2,9,0.0,1,0
2018-06-14,sample_001211,Organic Search,summer remarketing,organic_search,organic,mobile,Australia,3,2,19,0.0,0,0
2017-10-27,sample_001212,Paid Search,(not set),paid_search,paid,mobile,United States,6,2,51,0.0,1,0
2018-07-25,sample_001213,Organic Search,(not set),organic_search,organic,mobile,Australia,3,1,25,0.0,0,0
2018-01-18,sample_001214,Organic Search,summer remarketing,organic_search,organic,mobile,India,16,10,412,1.99,1,1
2017-10-27,sample_001215,Social,content syndication,social,referral,mobile,United States,9,2,42,0.0,1,0
2018-03-30,sample_001216,Referral,brand,referral,referral,desktop,Germany,5,2,38,0.0,1,0
2017-09-18,sample_001217,Direct,summer remarketing,direct,referral,desktop,Australia,9,2,36,0.0,1,0
2017-12-10,sample_001218,Display,summer remarketing,display,referral,mobile,United Kingdom,2,2,27,0.0,0,0
2018-07-06,sample_001219,Social,partner launch,social,referral,mobile,Australia,3,2,22,0.0,0,0
2017-08-11,sample_001220,Direct,(not set),direct,referral,desktop,Canada,3,1,27,0.0,0,0
2018-07-23,sample_001221,Organic Search,(not set),organic_search,organic,tablet,Australia,4,1,29,0.0,0,0
2018-06-17,sample_001222,Display,summer remarketing,display,referral,mobile,United Kingdom,10,2,16,0.0,1,0
2018-02-17,sample_001223,Social,partner launch,social,referral,mobile,United States,6,2,17,0.0,1,0
2018-01-23,sample_001224,Paid Search,(not set),paid_search,paid,mobile,United States,17,12,365,0.0,1,0
2018-07-17,sample_001225,Paid Search,summer remarketing,paid_search,paid,desktop,India,10,2,47,0.0,1,0
2017-09-03,sample_001226,Paid Search,(not set),paid_search,paid,mobile,United Kingdom,8,7,124,12.99,1,1
2018-07-05,sample_001227,Paid Search,brand,paid_search,paid,mobile,Germany,15,7,751,0.0,1,0
2017-12-17,sample_001228,Social,(not set),social,referral,desktop,India,3,2,23,0.0,0,0
2018-01-29,sample_001229,Paid Search,summer remarketing,paid_search,paid,desktop,United States,8,2,30,0.0,1,0
2018-06-02,sample_001230,Social,summer remarketing,social,referral,desktop,India,4,2,48,0.0,0,0
2018-05-11,sample_001231,Organic Search,content syndication,organic_search,organic,desktop,India,9,2,39,0.0,1,0
2018-03-12,sample_001232,Referral,summer remarketing,referral,referral,desktop,Australia,10,2,48,0.0,1,0
2018-03-07,sample_001233,Paid Search,content syndication,paid_search,paid,desktop,United States,2,2,40,0.0,0,0
2017-10-11,sample_001234,Organic Search,partner launch,organic_search,organic,mobile,India,9,1,28,0.0,1,0
2018-05-17,sample_001235,Paid Search,content syndication,paid_search,paid,mobile,United States,11,5,756,0.0,1,0
2018-04-23,sample_001236,Referral,partner launch,referral,referral,desktop,United Kingdom,9,4,678,1.99,1,1
2018-01-17,sample_001237,Paid Search,partner launch,paid_search,paid,mobile,India,11,11,788,0.0,1,0
2018-04-11,sample_001238,Organic Search,(not set),organic_search,organic,desktop,United Kingdom,5,1,45,0.0,1,0
2018-06-16,sample_001239,Referral,brand,referral,referral,mobile,India,13,12,602,1.99,1,1
2017-08-13,sample_001240,Organic Search,content syndication,organic_search,organic,mobile,Canada,2,1,24,0.0,0,0
2017-11-29,sample_001241,Display,(not set),display,referral,mobile,India,3,2,32,0.0,0,0
2018-07-03,sample_001242,Organic Search,summer remarketing,organic_search,organic,desktop,United Kingdom,8,1,35,0.0,1,0
2018-05-29,sample_001243,Direct,content syndication,direct,referral,desktop,United States,8,2,49,0.0,1,0
2018-03-06,sample_001244,Organic Search,summer remarketing,organic_search,organic,desktop,Germany,7,1,5,0.0,1,0
2018-06-30,sample_001245,Organic Search,content syndication,organic_search,organic,mobile,Canada,6,1,13,0.0,1,0
2017-10-21,sample_001246,Organic Search,content syndication,organic_search,organic,desktop,Germany,6,1,50,0.0,1,0
2017-10-29,sample_001247,Paid Search,summer remarketing,paid_search,paid,mobile,India,9,2,50,0.0,1,0
2018-07-04,sample_001248,Referral,brand,referral,referral,desktop,Germany,8,2,35,0.0,1,0
2018-04-17,sample_001249,Paid Search,summer remarketing,paid_search,paid,mobile,Germany,6,1,42,0.0,1,0
2018-02-23,sample_001250,Paid Search,content syndication,paid_search,paid,desktop,United States,7,6,751,0.0,1,0
2018-04-01,sample_001251,Social,content syndication,social,referral,desktop,Australia,2,1,16,0.0,0,0
2018-03-04,sample_001252,Direct,partner launch,direct,referral,tablet,United Kingdom,4,3,522,0.0,1,0
2017-08-16,sample_001253,Paid Search,partner launch,paid_search,paid,tablet,Australia,8,2,13,0.0,1,0
2017-11-09,sample_001254,Paid Search,brand,paid_search,paid,desktop,Australia,5,2,17,0.0,1,0
2018-04-28,sample_001255,Paid Search,(not set),paid_search,paid,mobile,India,7,4,104,0.0,1,0
2018-02-25,sample_001256,Organic Search,partner launch,organic_search,organic,mobile,Australia,4,2,48,0.0,0,0
2017-11-15,sample_001257,Paid Search,brand,paid_search,paid,mobile,Germany,7,2,44,0.0,1,0
2018-03-13,sample_001258,Referral,summer remarketing,referral,referral,desktop,Germany,2,1,13,0.0,0,0
2018-04-13,sample_001259,Organic Search,summer remarketing,organic_search,organic,desktop,United Kingdom,2,2,19,0.0,0,0
2018-01-31,sample_001260,Organic Search,brand,organic_search,organic,desktop,Germany,3,2,39,0.0,0,0
2018-06-09,sample_001261,Referral,partner launch,referral,referral,desktop,United States,9,1,49,0.0,1,0
2017-12-13,sample_001262,Paid Search,brand,paid_search,paid,mobile,United States,11,6,853,0.0,1,0
2018-01-16,sample_001263,Organic Search,partner launch,organic_search,organic,tablet,United States,4,1,36,0.0,0,0
2018-07-26,sample_001264,Social,partner launch,social,referral,mobile,Germany,3,2,31,0.0,0,0
2018-05-10,sample_001265,Social,partner launch,social,referral,desktop,Canada,2,1,7,0.0,0,0
2018-01-27,sample_001266,Organic Search,brand,organic_search,organic,desktop,United States,1,1,8,0.0,0,0
2018-02-11,sample_001267,Paid Search,brand,paid_search,paid,mobile,Canada,2,2,29,0.0,0,0
2018-03-07,sample_001268,Paid Search,summer remarketing,paid_search,paid,desktop,India,17,12,430,0.0,1,0
2017-08-30,sample_001269,Paid Search,brand,paid_search,paid,desktop,United States,17,9,651,1.99,1,1
2017-09-09,sample_001270,Referral,partner launch,referral,referral,desktop,United Kingdom,2,2,25,0.0,0,0
2017-12-04,sample_001271,Direct,partner launch,direct,referral,tablet,United Kingdom,5,4,148,0.0,1,0
2018-07-28,sample_001272,Organic Search,summer remarketing,organic_search,organic,mobile,United Kingdom,8,1,50,0.0,1,0
2017-12-28,sample_001273,Referral,partner launch,referral,referral,mobile,Germany,7,2,49,0.0,1,0
2018-01-25,sample_001274,Organic Search,brand,organic_search,organic,mobile,India,6,2,10,0.0,1,0
2018-04-24,sample_001275,Referral,brand,referral,referral,desktop,Australia,2,1,28,0.0,0,0
2017-11-29,sample_001276,Organic Search,(not set),organic_search,organic,mobile,Canada,3,2,6,0.0,0,0
2018-05-29,sample_001277,Organic Search,content syndication,organic_search,organic,desktop,Germany,1,1,22,0.0,0,0
2018-02-12,sample_001278,Paid Search,summer remarketing,paid_search,paid,desktop,United States,11,5,615,0.0,1,0
2018-01-26,sample_001279,Organic Search,brand,organic_search,organic,tablet,Germany,6,2,53,0.0,1,0
2018-01-22,sample_001280,Direct,content syndication,direct,referral,mobile,Germany,2,2,11,0.0,0,0
2018-07-14,sample_001281,Social,partner launch,social,referral,desktop,Australia,8,2,41,0.0,1,0
2017-12-12,sample_001282,Direct,summer remarketing,direct,referral,desktop,United Kingdom,3,1,5,0.0,0,0
2017-12-06,sample_001283,Organic Search,summer remarketing,organic_search,organic,mobile,United Kingdom,2,2,44,0.0,0,0
2017-12-07,sample_001284,Organic Search,summer remarketing,organic_search,organic,mobile,Germany,2,1,24,0.0,0,0
2017-10-31,sample_001285,Referral,content syndication,referral,referral,desktop,India,8,3,561,24.99,1,1
2017-09-10,sample_001286,Organic Search,summer remarketing,organic_search,organic,desktop,India,3,2,33,0.0,0,0
2017-12-20,sample_001287,Direct,(not set),direct,referral,desktop,Germany,3,1,14,0.0,0,0
2018-07-02,sample_001288,Organic Search,brand,organic_search,organic,desktop,Germany,7,2,7,0.0,1,0
2017-12-11,sample_001289,Organic Search,partner launch,organic_search,organic,tablet,United States,16,8,805,0.0,1,0
2017-09-25,sample_001290,Organic Search,partner launch,organic_search,organic,desktop,United Kingdom,4,1,18,0.0,0,0
2018-07-15,sample_001291,Organic Search,partner launch,organic_search,organic,desktop,United Kingdom,4,2,6,0.0,0,0
2018-01-19,sample_001292,Referral,(not set),referral,referral,tablet,Germany,9,2,23,0.0,1,0
2017-08-23,sample_001293,Organic Search,partner launch,organic_search,organic,desktop,United Kingdom,7,4,897,0.0,1,0
2018-04-18,sample_001294,Direct,brand,direct,referral,mobile,United States,7,1,42,0.0,1,0
2018-06-29,sample_001295,Organic Search,partner launch,organic_search,organic,desktop,Australia,14,6,658,0.0,1,0
2018-05-03,sample_001296,Direct,partner launch,direct,referral,mobile,Germany,8,1,47,0.0,1,0
2017-12-16,sample_001297,Paid Search,brand,paid_search,paid,desktop,United Kingdom,6,1,20,0.0,1,0
2017-09-29,sample_001298,Paid Search,partner launch,paid_search,paid,mobile,United Kingdom,7,2,10,0.0,1,0
2018-02-02,sample_001299,Paid Search,brand,paid_search,paid,mobile,Germany,8,2,19,0.0,1,0
2017-12-04,sample_001300,Social,summer remarketing,social,referral,mobile,United Kingdom,5,1,55,0.0,1,0
2017-09-11,sample_001301,Organic Search,brand,organic_search,organic,desktop,India,8,1,45,0.0,1,0
2017-08-08,sample_001302,Referral,content syndication,referral,referral,desktop,United States,3,2,13,0.0,0,0
2017-10-25,sample_001303,Organic Search,content syndication,organic_search,organic,tablet,India,15,9,432,0.0,1,0
2017-12-02,sample_001304,Direct,(not set),direct,referral,mobile,United States,9,8,809,0.0,1,0
2018-01-29,sample_001305,Direct,brand,direct,referral,tablet,Canada,8,2,23,0.0,1,0
2018-05-29,sample_001306,Direct,partner launch,direct,referral,mobile,Germany,3,1,5,0.0,0,0
2018-06-29,sample_001307,Organic Search,summer remarketing,organic_search,organic,desktop,Germany,9,1,51,0.0,1,0
2017-09-19,sample_001308,Social,partner launch,social,referral,desktop,Germany,9,1,38,0.0,1,0
2018-03-07,sample_001309,Referral,brand,referral,referral,desktop,Australia,3,1,7,0.0,0,0
2017-12-21,sample_001310,Paid Search,(not set),paid_search,paid,mobile,India,6,1,23,0.0,1,0
2018-04-07,sample_001311,Organic Search,brand,organic_search,organic,desktop,United States,6,2,43,0.0,1,0
2017-10-12,sample_001312,Direct,partner launch,direct,referral,desktop,United States,1,1,43,0.0,0,0
2017-11-08,sample_001313,Paid Search,partner launch,paid_search,paid,desktop,United Kingdom,6,1,18,0.0,1,0
2018-03-16,sample_001314,Paid Search,(not set),paid_search,paid,desktop,Australia,3,2,50,0.0,0,0
2018-03-10,sample_001315,Paid Search,brand,paid_search,paid,desktop,United States,8,7,432,0.0,1,0
2018-01-15,sample_001316,Direct,summer remarketing,direct,referral,desktop,United States,10,2,48,0.0,1,0
2017-08-20,sample_001317,Social,(not set),social,referral,desktop,Australia,5,2,40,0.0,1,0
2018-06-18,sample_001318,Social,summer remarketing,social,referral,desktop,India,5,2,48,0.0,1,0
2018-04-06,sample_001319,Paid Search,(not set),paid_search,paid,mobile,Australia,4,2,17,0.0,0,0
2017-11-18,sample_001320,Social,summer remarketing,social,referral,desktop,Canada,8,6,109,0.0,1,0
2018-06-20,sample_001321,Paid Search,summer remarketing,paid_search,paid,mobile,India,10,2,47,0.0,1,0
2017-12-28,sample_001322,Referral,summer remarketing,referral,referral,mobile,Canada,7,2,39,0.0,1,0
2017-09-27,sample_001323,Organic Search,brand,organic_search,organic,tablet,United Kingdom,8,2,33,0.0,1,0
2017-09-29,sample_001324,Direct,brand,direct,referral,desktop,Canada,6,1,49,0.0,1,0
2018-04-05,sample_001325,Direct,summer remarketing,direct,referral,mobile,United Kingdom,5,2,6,0.0,1,0
2018-02-26,sample_001326,Paid Search,content syndication,paid_search,paid,desktop,Canada,7,2,31,0.0,1,0
2017-12-12,sample_001327,Paid Search,summer remarketing,paid_search,paid,mobile,United States,6,1,45,0.0,1,0
2017-11-22,sample_001328,Paid Search,partner launch,paid_search,paid,mobile,Germany,9,4,202,0.0,1,0
2017-08-11,sample_001329,Organic Search,(not set),organic_search,organic,mobile,Australia,16,8,134,0.0,1,0
2018-02-02,sample_001330,Paid Search,summer remarketing,paid_search,paid,desktop,India,5,2,23,0.0,1,0
2017-11-19,sample_001331,Organic Search,(not set),organic_search,organic,desktop,Germany,1,1,6,0.0,0,0
2018-04-06,sample_001332,Paid Search,brand,paid_search,paid,desktop,Australia,4,1,45,0.0,0,0
2017-10-03,sample_001333,Organic Search,(not set),organic_search,organic,mobile,United Kingdom,4,2,52,0.0,0,0
2018-04-16,sample_001334,Organic Search,partner launch,organic_search,organic,mobile,Australia,2,2,5,0.0,0,0
2017-10-17,sample_001335,Paid Search,summer remarketing,paid_search,paid,desktop,United Kingdom,5,2,43,0.0,1,0
2017-08-12,sample_001336,Paid Search,content syndication,paid_search,paid,desktop,Germany,5,1,46,0.0,1,0
2018-03-08,sample_001337,Organic Search,partner launch,organic_search,organic,desktop,Australia,9,2,23,0.0,1,0
2018-02-12,sample_001338,Paid Search,(not set),paid_search,paid,desktop,Germany,7,2,53,0.0,1,0
2018-05-23,sample_001339,Paid Search,partner launch,paid_search,paid,tablet,Canada,8,1,28,0.0,1,0
2018-01-07,sample_001340,Organic Search,brand,organic_search,organic,desktop,India,2,1,40,0.0,0,0
2018-04-08,sample_001341,Referral,brand,referral,referral,mobile,Germany,18,10,810,0.0,1,0
2018-04-10,sample_001342,Organic Search,partner launch,organic_search,organic,desktop,United Kingdom,4,2,7,0.0,0,0
2017-08-03,sample_001343,Paid Search,brand,paid_search,paid,desktop,United Kingdom,18,10,581,0.0,1,0
2018-07-29,sample_001344,Organic Search,(not set),organic_search,organic,desktop,Australia,2,1,32,0.0,0,0
2017-08-07,sample_001345,Organic Search,(not set),organic_search,organic,desktop,United States,4,1,33,0.0,0,0
2018-04-11,sample_001346,Social,content syndication,social,referral,desktop,Germany,4,2,52,0.0,0,0
2017-12-30,sample_001347,Organic Search,summer remarketing,organic_search,organic,desktop,Germany,10,2,25,0.0,1,0
2017-10-24,sample_001348,Paid Search,summer remarketing,paid_search,paid,desktop,Germany,6,1,38,0.0,1,0
2017-11-16,sample_001349,Paid Search,content syndication,paid_search,paid,tablet,Australia,3,1,38,0.0,0,0
2018-03-02,sample_001350,Organic Search,brand,organic_search,organic,desktop,India,5,1,49,0.0,1,0
2018-05-03,sample_001351,Direct,partner launch,direct,referral,desktop,United Kingdom,14,12,138,0.0,1,0
2018-01-24,sample_001352,Social,summer remarketing,social,referral,mobile,Germany,6,2,32,0.0,1,0
2018-02-23,sample_001353,Organic Search,(not set),organic_search,organic,tablet,India,2,1,42,0.0,0,0
2017-12-22,sample_001354,Direct,content syndication,direct,referral,desktop,Australia,9,1,42,0.0,1,0
2018-05-31,sample_001355,Organic Search,brand,organic_search,organic,mobile,United States,5,2,15,0.0,1,0
2017-09-16,sample_001356,Display,summer remarketing,display,referral,tablet,United States,3,1,35,0.0,0,0
2017-08-27,sample_001357,Organic Search,partner launch,organic_search,organic,desktop,United Kingdom,9,2,25,0.0,1,0
2017-12-02,sample_001358,Direct,partner launch,direct,referral,mobile,United Kingdom,9,2,27,0.0,1,0
2017-09-10,sample_001359,Organic Search,content syndication,organic_search,organic,mobile,India,5,1,50,0.0,1,0
2018-04-08,sample_001360,Paid Search,summer remarketing,paid_search,paid,mobile,Australia,9,1,32,0.0,1,0
2018-02-04,sample_001361,Organic Search,partner launch,organic_search,organic,mobile,Germany,8,2,18,0.0,1,0
2017-11-06,sample_001362,Referral,partner launch,referral,referral,desktop,United Kingdom,6,3,522,0.0,1,0
2018-05-28,sample_001363,Organic Search,summer remarketing,organic_search,organic,desktop,Germany,15,7,83,0.0,1,0
2017-12-19,sample_001364,Organic Search,partner launch,organic_search,organic,mobile,United States,6,2,45,0.0,1,0
2018-03-30,sample_001365,Referral,partner launch,referral,referral,tablet,Australia,4,2,35,0.0,0,0
2017-08-20,sample_001366,Referral,content syndication,referral,referral,desktop,United States,3,1,13,0.0,0,0
2017-10-01,sample_001367,Referral,summer remarketing,referral,referral,desktop,Germany,6,1,11,0.0,1,0
2017-11-08,sample_001368,Display,partner launch,display,referral,mobile,India,7,2,50,0.0,1,0
2018-02-04,sample_001369,Direct,(not set),direct,referral,desktop,Australia,8,2,47,0.0,1,0
2018-04-14,sample_001370,Organic Search,partner launch,organic_search,organic,desktop,United Kingdom,8,1,7,0.0,1,0
2018-04-16,sample_001371,Organic Search,summer remarketing,organic_search,organic,desktop,Germany,5,1,22,0.0,1,0
2018-03-27,sample_001372,Organic Search,brand,organic_search,organic,mobile,United States,3,2,12,0.0,0,0
2017-11-04,sample_001373,Direct,brand,direct,referral,desktop,United States,3,1,55,0.0,0,0
2018-03-24,sample_001374,Paid Search,brand,paid_search,paid,desktop,Australia,5,1,48,0.0,1,0
2017-10-07,sample_001375,Direct,partner launch,direct,referral,desktop,India,4,2,22,0.0,0,0
2017-11-24,sample_001376,Organic Search,content syndication,organic_search,organic,mobile,United Kingdom,3,1,23,0.0,0,0
2018-04-08,sample_001377,Organic Search,content syndication,organic_search,organic,desktop,Germany,4,2,7,0.0,0,0
2018-05-19,sample_001378,Organic Search,partner launch,organic_search,organic,desktop,United Kingdom,6,2,18,0.0,1,0
2017-12-16,sample_001379,Paid Search,(not set),paid_search,paid,desktop,United Kingdom,5,2,34,0.0,1,0
2018-04-22,sample_001380,Social,summer remarketing,social,referral,mobile,United Kingdom,8,1,42,0.0,1,0
2018-07-04,sample_001381,Paid Search,content syndication,paid_search,paid,mobile,Canada,8,8,232,0.0,1,0
2018-06-28,sample_001382,Organic Search,partner launch,organic_search,organic,mobile,Canada,6,2,15,0.0,1,0
2017-08-12,sample_001383,Organic Search,summer remarketing,organic_search,organic,desktop,India,8,2,35,0.0,1,0
2018-06-04,sample_001384,Direct,(not set),direct,referral,desktop,Germany,2,2,19,0.0,0,0
2017-12-16,sample_001385,Paid Search,summer remarketing,paid_search,paid,tablet,India,3,1,37,0.0,0,0
2018-07-24,sample_001386,Social,(not set),social,referral,tablet,United Kingdom,3,1,47,0.0,0,0
2018-01-06,sample_001387,Display,content syndication,display,referral,mobile,India,9,2,30,0.0,1,0
2017-10-15,sample_001388,Organic Search,(not set),organic_search,organic,desktop,Canada,8,5,278,0.0,1,0
2017-10-18,sample_001389,Direct,summer remarketing,direct,referral,mobile,India,2,2,35,0.0,0,0
2018-05-09,sample_001390,Organic Search,brand,organic_search,organic,mobile,Australia,8,2,34,0.0,1,0
2017-09-19,sample_001391,Direct,summer remarketing,direct,referral,desktop,United Kingdom,7,1,54,0.0,1,0
2018-03-06,sample_001392,Referral,partner launch,referral,referral,mobile,Australia,9,2,47,0.0,1,0
2018-06-08,sample_001393,Organic Search,partner launch,organic_search,organic,desktop,United States,7,2,37,0.0,1,0
2018-02-20,sample_001394,Paid Search,brand,paid_search,paid,mobile,United States,8,1,17,0.0,1,0
2017-09-17,sample_001395,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,4,2,23,0.0,0,0
2018-04-04,sample_001396,Direct,partner launch,direct,referral,desktop,Canada,4,2,15,0.0,0,0
2018-03-27,sample_001397,Referral,summer remarketing,referral,referral,mobile,India,7,1,5,0.0,1,0
2018-04-17,sample_001398,Organic Search,summer remarketing,organic_search,organic,desktop,United States,8,2,32,0.0,1,0
2018-06-21,sample_001399,Paid Search,summer remarketing,paid_search,paid,desktop,Canada,10,2,28,0.0,1,0
2018-02-03,sample_001400,Referral,summer remarketing,referral,referral,desktop,United States,10,9,223,0.0,1,0
2018-07-29,sample_001401,Social,summer remarketing,social,referral,mobile,Canada,8,2,8,0.0,1,0
2018-04-08,sample_001402,Organic Search,summer remarketing,organic_search,organic,desktop,United Kingdom,12,8,505,0.0,1,0
2017-08-13,sample_001403,Direct,summer remarketing,direct,referral,desktop,Canada,8,2,6,0.0,1,0
2017-08-19,sample_001404,Organic Search,brand,organic_search,organic,mobile,Canada,9,1,52,0.0,1,0
2018-05-01,sample_001405,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,8,2,22,0.0,1,0
2017-12-03,sample_001406,Direct,summer remarketing,direct,referral,mobile,United Kingdom,2,2,9,0.0,0,0
2018-06-08,sample_001407,Organic Search,(not set),organic_search,organic,tablet,Australia,7,1,37,0.0,1,0
2018-06-23,sample_001408,Organic Search,(not set),organic_search,organic,mobile,United Kingdom,3,1,52,0.0,0,0
2018-03-10,sample_001409,Referral,partner launch,referral,referral,tablet,Germany,6,2,44,0.0,1,0
2017-12-03,sample_001410,Referral,brand,referral,referral,mobile,Australia,12,6,351,0.0,1,0
2018-07-10,sample_001411,Organic Search,content syndication,organic_search,organic,desktop,United States,5,1,22,0.0,1,0
2018-03-01,sample_001412,Organic Search,brand,organic_search,organic,mobile,India,7,2,11,0.0,1,0
2018-01-14,sample_001413,Organic Search,summer remarketing,organic_search,organic,desktop,Germany,8,2,45,0.0,1,0
2018-04-01,sample_001414,Paid Search,content syndication,paid_search,paid,tablet,Canada,15,8,225,0.0,1,0
2018-07-24,sample_001415,Organic Search,(not set),organic_search,organic,desktop,Germany,2,2,47,0.0,0,0
2018-05-15,sample_001416,Paid Search,summer remarketing,paid_search,paid,tablet,United Kingdom,16,11,381,0.0,1,0
2018-03-28,sample_001417,Paid Search,content syndication,paid_search,paid,desktop,Canada,6,1,41,0.0,1,0
2017-08-12,sample_001418,Display,brand,display,referral,mobile,Germany,5,2,29,0.0,1,0
2017-10-03,sample_001419,Organic Search,content syndication,organic_search,organic,desktop,India,5,1,16,0.0,1,0
2018-01-28,sample_001420,Paid Search,(not set),paid_search,paid,mobile,United Kingdom,7,2,54,0.0,1,0
2018-07-18,sample_001421,Direct,content syndication,direct,referral,tablet,Germany,10,2,39,0.0,1,0
2018-02-23,sample_001422,Organic Search,summer remarketing,organic_search,organic,desktop,Canada,4,2,16,0.0,0,0
2018-01-19,sample_001423,Organic Search,content syndication,organic_search,organic,mobile,Australia,7,1,42,0.0,1,0
2018-02-27,sample_001424,Display,partner launch,display,referral,desktop,Germany,20,12,152,0.0,1,0
2017-08-12,sample_001425,Direct,partner launch,direct,referral,desktop,United States,3,2,28,0.0,0,0
2018-07-01,sample_001426,Social,brand,social,referral,desktop,United Kingdom,3,1,34,0.0,0,0
2018-07-31,sample_001427,Organic Search,partner launch,organic_search,organic,tablet,India,3,2,6,0.0,0,0
2017-12-04,sample_001428,Paid Search,(not set),paid_search,paid,mobile,Germany,3,1,34,0.0,0,0
2018-01-17,sample_001429,Referral,(not set),referral,referral,mobile,United States,8,1,51,0.0,1,0
2018-07-16,sample_001430,Direct,summer remarketing,direct,referral,mobile,Canada,8,2,9,0.0,1,0
2018-05-03,sample_001431,Social,(not set),social,referral,desktop,Australia,8,1,35,0.0,1,0
2018-02-20,sample_001432,Organic Search,partner launch,organic_search,organic,mobile,Australia,6,1,30,0.0,1,0
2018-03-14,sample_001433,Paid Search,summer remarketing,paid_search,paid,desktop,India,8,7,809,0.0,1,0
2018-01-21,sample_001434,Organic Search,summer remarketing,organic_search,organic,desktop,United States,5,2,21,0.0,1,0
2017-09-07,sample_001435,Direct,content syndication,direct,referral,desktop,United Kingdom,5,1,26,0.0,1,0
2018-03-19,sample_001436,Organic Search,summer remarketing,organic_search,organic,mobile,Germany,3,1,14,0.0,0,0
2018-02-06,sample_001437,Organic Search,summer remarketing,organic_search,organic,mobile,Australia,4,2,41,0.0,0,0
2018-03-14,sample_001438,Paid Search,content syndication,paid_search,paid,mobile,United Kingdom,7,5,692,0.0,1,0
2017-11-25,sample_001439,Organic Search,summer remarketing,organic_search,organic,desktop,United States,4,2,42,0.0,0,0
2018-04-18,sample_001440,Organic Search,summer remarketing,organic_search,organic,mobile,India,9,2,44,0.0,1,0
2018-05-28,sample_001441,Direct,brand,direct,referral,mobile,Australia,8,2,36,0.0,1,0
2018-04-04,sample_001442,Referral,summer remarketing,referral,referral,desktop,India,2,1,26,0.0,0,0
2017-10-16,sample_001443,Organic Search,content syndication,organic_search,organic,desktop,Canada,4,1,27,0.0,0,0
2018-06-23,sample_001444,Paid Search,(not set),paid_search,paid,mobile,Australia,4,1,28,0.0,0,0
2017-09-20,sample_001445,Organic Search,partner launch,organic_search,organic,tablet,Australia,10,2,39,0.0,1,0
2017-08-29,sample_001446,Referral,brand,referral,referral,desktop,India,5,1,52,0.0,1,0
2018-03-22,sample_001447,Organic Search,brand,organic_search,organic,desktop,United States,10,2,22,0.0,1,0
2017-09-02,sample_001448,Direct,partner launch,direct,referral,mobile,Germany,9,6,319,0.0,1,0
2017-09-20,sample_001449,Paid Search,(not set),paid_search,paid,desktop,Canada,3,2,17,0.0,0,0
2018-04-01,sample_001450,Paid Search,(not set),paid_search,paid,desktop,Germany,8,1,24,0.0,1,0
2017-09-27,sample_001451,Paid Search,content syndication,paid_search,paid,mobile,United Kingdom,8,1,5,0.0,1,0
2018-04-10,sample_001452,Paid Search,summer remarketing,paid_search,paid,mobile,Australia,10,2,23,0.0,1,0
2018-04-30,sample_001453,Organic Search,content syndication,organic_search,organic,desktop,India,9,2,12,0.0,1,0
2018-04-18,sample_001454,Organic Search,partner launch,organic_search,organic,desktop,United Kingdom,13,9,166,12.99,1,1
2017-11-08,sample_001455,Referral,summer remarketing,referral,referral,mobile,United Kingdom,5,1,37,0.0,1,0
2018-03-30,sample_001456,Direct,brand,direct,referral,desktop,India,3,1,25,0.0,0,0
2017-10-27,sample_001457,Direct,partner launch,direct,referral,mobile,Canada,6,1,38,0.0,1,0
2017-12-16,sample_001458,Referral,summer remarketing,referral,referral,desktop,United Kingdom,7,2,14,0.0,1,0
2018-01-09,sample_001459,Direct,(not set),direct,referral,desktop,Canada,8,2,5,0.0,1,0
2018-01-29,sample_001460,Display,brand,display,referral,mobile,Australia,6,2,6,0.0,1,0
2017-12-10,sample_001461,Organic Search,summer remarketing,organic_search,organic,desktop,Canada,8,2,55,0.0,1,0
2017-11-11,sample_001462,Paid Search,brand,paid_search,paid,mobile,United States,6,2,11,0.0,1,0
2018-04-03,sample_001463,Organic Search,content syndication,organic_search,organic,tablet,Australia,7,1,49,0.0,1,0
2018-06-07,sample_001464,Organic Search,summer remarketing,organic_search,organic,mobile,Canada,12,8,620,7.99,1,1
2017-10-08,sample_001465,Organic Search,summer remarketing,organic_search,organic,mobile,Germany,11,9,224,0.0,1,0
2018-05-15,sample_001466,Paid Search,(not set),paid_search,paid,desktop,United Kingdom,10,2,38,0.0,1,0
2017-09-04,sample_001467,Organic Search,brand,organic_search,organic,mobile,Canada,7,2,54,0.0,1,0
